lyric,class
She gon' do it for some Dolce Gabbana,0
"Settle down, I'll spell it out, it's simple enough",0
Don't want what you got right here,1
"Watch the swervin', that whip had a cop in it (Woo)",0
"Ooh, baby, baby, I'm dancing with a stranger",1
If you find yourself in a lion's den,1
"I'm a sick f***, I'm inappropriate",0
I need to get me some Dre beats,0
Cap to her friend like I been on her bumper,0
"No time for bulls***, I'm sorry, I'm busy",0
And tell you they kidding while Twitter trashing your litter,0
I really gotta put a couple n****s in they place,0
Don't tell your mother,1
"Addin' up checks, no minus",0
"Uh, I'm in my prime, Optimus",0
"Pretty elegant, but not afraid to tell you to get a grip",0
"Only if they knew what I knew, uh",0
Don't wanna hit the stage before they fill each row to the max,0
You told me you on the way,0
"That Kevin Durant, I'm a champion",0
When you been with a broad and you go way back,1
Your a** is just like a tank (Yeah),0
I love to wake up next to you,1
"Lil' n****, we ain't lettin' s*** slide (Straight up, straight up)",0
"Ice cold, I roll my eyes at you, boy",1
Everything is blue,1
"I'm in Uranus right now, I think I seen a demon",0
"I was, thinking too much, got stuck in oblivion",0
"Only I see, oh, the diamonds, diamonds breaking down",1
'Cause mine's the only heart I'm gonna have for life,1
"But she's a bengal, this chick is catty",0
He always got them f***ing excuses,1
Don't you know that I bite when the sun set?,1
"I wanna get married, like the Currys, Steph and Ayesha s***",0
"Thirty degrees, way too cold, so hold me tight",0
"My youth, my youth, my youth",1
I was just about to do the race,0
Nice to know my kind will be on my side,1
"And slow down, don't rush romance",0
"You really a fraud, you cannot stomp on this yard",0
My Lucifer is lonely,1
"Ooh, sauce it up",0
Tell them they can take that bulls*** elsewhere,0
Always yelling names that's deceased,0
"I ain't trippin', listen good to my reply",0
"You the one, I'm not the one that's sprung (Yeah)",0
Fingertips (Tips) on the edge,1
"Shut up, b****, don't give me migraine",0
"I make him spend it all, this boy done fell in love",0
"I don't trust these hoes at all, just as far as I can spit (Far as I can spit)",0
"Yeah (yeah), I just cashed out (uh)",0
"Work all winter, shine all summer",0
"Down, down, down, down, down",1
And it's okay if you're mad,1
She could be the one,1
"Just think about it for a second, if you look at your face",0
"Ever since I got that check, seen 'em itchin'",0
"Mai abhi bhi, damm me hu rehta baderi mai",0
"From the start like this, from the heart like this",0
"Drop top, designer clothes",1
"n****, I'm the muhf***in' man, where you at now? (Whoa)",0
"On a date with my new ho, I took her to Wendy's",0
"Why's it so, so easy with the lights down?",1
"I'ma be on the TV, mama",0
"I been on my grind every day, don't believe in takin' breaks",0
"f*** it up, f*** it up (f*** it up)",0
"Who's taking you home, home, home, home",1
"Ho, you know that you my son, I shoulda scrapped you as a fetus",0
"Yeah, ooh, ooh, ooh",1
From the breaking of the day to the middle of the night,1
Won't you take me home? I wanna,1
"I might just OD, Percs killin' me slowly",0
I keep it loaded when I ride 'cause I'm still a n**** (Ah),0
"All of a sudden, you pop on my line",0
Tryna skrrt off in that fast car like NASCAR,0
Doesn't mean our brains will change from hand grenades,1
Come on and give me some love tonight,1
"Proceed with caution (Caution), skele' AP is frosted (Skeleton)",0
But I know magic and here go my last trick,0
Tell me you don't want me no more,0
"Smile b****, smile b****, c'mon!",0
"Smash into everyone, crash into everything",0
"I like hearin' stories, I like that h* s***",0
"Yeah, I'll always be on your team",1
"Black van, pull up to your momma crib, boy",0
"All I can think about is coming over, coming oh, Coming over",1
"Me, myself and I",1
"I said, ""She like all that gangsta s***""",0
"Don't rush, slow touch",0
You wrote me off and then you never wrote back,0
"I got them big rocks in my ear, nuggets",0
What am I doing?,1
"All this metal, they gon' call the coppers (21)",0
"I miss my f***in' daddy, I've been callin' Montana my father",0
"Lies, tell me lies, baby, tell me how you hate me",1
"Drake, Hotline Bling",1
"Fat Joe, All The Way Up",1
And I got the hood d*** near riding every day,0
In a foreign place,1
"Do what you do girl, flex with your gang (Flex)",0
I'm not that kind of person,1
"f*** it, I'm f***in' her friend",0
And it makes me wanna hold on,1
(Waste it on me),1
All she want to do is smoke that broccoli (godd***),1
So we can kiss the sky,1
"Wet, wet, wet, wet",0
"Oh yeah, oh yeah",1
Convincin' my b**** to go blonde,0
"Walked him outside, now he got the llama",0
"Er sieht, wie ich mich",1
The biggest smoke blower,0
"Go out, free our minds",1
"You set fire to my world, couldn't handle the heat",1
"Woop, woop, woop, woop, woop, woop, woop",1
"She drive me crazy (Drive me brazy), have my baby (Have my baby)",0
Tell me now baby I'll come running,1
She knows when I'm out of it like she could just sense,0
I'm right back where I started,1
"Low, low, low, low, low, low, low, low, low, low, low, low",1
"I'm living my best life, ain't goin back and forth with you n****s",0
Still'll flood a n**** town with a truckload,0
"You taught her how to swallow with no teeth, huh?",0
Keep each other company?,1
I won't stop 'til I get where you are,1
Don't know how to treat me,1
"And everybody's on my vibe, babe",1
"Just feel the vibes, just, just feel the vibes (Vibes)",0
"YoungBoy came back like they left him for dead (Yeah, yeah, gon' air 'em through)",0
There goes the reason he hatin' now,0
"Work all winter, shine all summer",0
'Cause you and I remain the same (Woo),1
"You the one who split the guap with your team, huh? (Split it)",0
I got broads in Atlanta,1
n**** really wanna die in the night time,0
I went to court and they sent me to prison,0
And every day gets better and better,1
"Bounce that a** like a lolo (Bounce that a**, bounce that a**, bounce that a**)",0
We don't have to go out,1
"Gucci gang, ooh",0
And it feels like yesterday was a year ago,1
"Keep movin' forward, keep movin' forward",0
Beat the police with a nightstick (Boop),0
"Play my cards right, I won't lose you",0
"Juicy and it's tighter than a virgin, like Madonna say",1
"You sleepin', you sleepin', you sleepin'",0
How deep is your love?,1
"And I hold it, we both know it",1
Blue dollar bills in them hills to the sky (Yeah),0
"Only love, love, love",1
Y me caes mucho mejor que un billete de cien,1
"Ooh, baby, ooh, baby, guap keep expandin' (Skrt)",0
"It's who I am, how could I forget?",0
"Four pockets full, push 'em down, they start pokin' back",0
What I'ma do in this b****,0
"I am a menace, keep me a rack just like tennis",0
"Diddily, diddily, diddily, diddily, get ugly, baby (Ooh)",1
All the girls like...,1
Tu te montres et tu t'en fous (Ouais),0
"Kanye West, FACTS (Charlie Heat Version)",1
"Your b**** said she want a real one, i told her",0
"Put her on her knee, make her lick it (lick it)",0
Now go say something,1
Had every inch of your skin,1
"Guaranteed, I can blow your mind, mwah",1
And I keep on climbing up,1
I put you first and you adored it,1
"Oh, Lord, my hand on my head",1
Known to give the color red the blues,1
"Surf (Totally, dude), surf, surf, surfin' (Woo)",0
Drive a coupe you can stand in (It's lit),0
Can't keep my hands to myself,1
I see them boppers in the corner,1
The queen and her husband,0
Look who I'm f***in' again,0
I'ma make a f*** n**** feel me (grrr),0
"We whip it up, no bakin' soda",0
"Uh, woke up with my toolie, what it do? Huh, uh",0
With a foreign b**** ridin' on top of me,0
(With the mothaf***in' dope),0
"If you play it right, you can be that someone",1
"Cost me more than money and I'm payin' the price, yeah",0
Is it easier to stay? Is it easier to go?,1
I'll pull up after school and I'll teach her some s***,0
"I'll put some diamonds on her toes, let that h* know that I'm rich (Let that h* know that I'm rich)",0
"But never truly lied at all, then and now",0
I won't stop 'til I get where you are,1
Rather be the hunter than the prey,1
"I love counting money, I get a lot of cash",0
"Hunnit bands from the safe in your face, what'd you say? (Ayy, ayy, ayy, ayy, ayy)",0
"See the chain? Yeah, issa lake, yeah",0
Take the jet to New York like I'm Jigga (Yoom),0
Wheezy outta here,0
"Swerve the lane (Yeah), call the group ""The gang"" (Gang, gang)",0
Here it comes with no warning,1
"I said Bobby been livin' that life and you know, I said...",0
You know every day I'm gettin' older,0
"I feel like we in paradise, paradise (Paradise, oh yeah)",1
"No, we ain't ever getting older",1
I can see behind the smoke and mirrors,0
And I got this sewed up,1
"Yeah, when the morning comes, I'll always stay",1
"'Cause the truth is, the moment that Proof died, so did the group",0
But nothing heals the past like time,1
I got bands in the coupe (Coupe),0
"I see you're focused, yeah, you're so independent (Independent)",1
"In Italy, got two foreign hoes, they DM me (ooh, brr, ayy)",0
Flip that h* switch,0
Dancing on the hood in the middle of the woods,1
I feel so sad (I feel so sad),1
You should be sad,1
"Israeli guards, boy, please be mindful",0
"(Taste, taste), let you get a taste",0
Low life for life 'cause I'm heartless,1
"You know I ain't slippin', you know that I'm with it",0
"d*** what you sayin' gangsta, you gon' make me take it from you",0
Of The Mathers LP to tell me to study,0
"Why you playin' with my time, huh?",0
This love is like sun on the rise,1
But you ain't my boyfriend (Boyfriend),1
We can see where things go naturally,1
"So, I'm never going back",1
He can't love you like I would,1
I'll jump right in and pull my pin,1
There's an energy when you hold me,1
There's two sides to the story (Sides to the story),1
"Baby, go and grab some bad b****es, bring 'em home",0
"And her last man was a p****, had a vagina",0
I've been here all night (Ariana),1
We were the talk of the day,1
"Enemies, yeah, it's so sad",0
"Give me a rush, I'm tryna bust that n****'s dome (b**** n****)",0
"You look stunning, dear, so don't ask that question here",1
"Ain't nothing like the feeling of uncertainty, the eeriness of silence",0
"And she look good, I might date her",0
If I could build a perfect person honestly you would be it,1
Hills burn in California,1
"If you want me, take me home and let me use you",1
Little did I know how deep her sadness would go,0
How many records have I sold?,0
"Put all of my faith in tomorrow, dark days keep me up all night",0
I was out there with the family,0
Heard he caught a body,0
I took the top off the Maybach,0
"b****es been askin', ""What have you done lately?""",0
"Duke Dumont, Ocean Drive",1
"Walk 'em down, walk 'em down",0
Went from rainin' cats and dogs in this b****,0
Come on and give me some love tonight,1
"We got that love, the crazy kind",0
"Swear the change gon' hurt, but it really ain't a game (Yeah)",0
From it I pray that I don't fall,0
(Tell me what you've done for me),1
"Go on, make me lose my mind",1
How deep is your love?,1
"Feelin' all the highs, feelin' all the pain",1
"I wanna start at the top and the bottom, bae",0
I finish the show and I hop in it,0
Pour the codeine up and put some molly in the cup with it,0
"'Cause I'm lost in the way you move, the way you feel",1
"White vans parked across the street, real subtle guys (True)",0
"Never left the city (come on, man) but she swear she's a yardie (hey girl)",1
"Gotta seek guards out, got me bit by a piranha (Ouch)",0
"Why wait to say, at least I did it my way",1
"Hey, hey hey hey",1
There's a hundred ways to leave a lover,1
Please tell me who she gon' check,0
"I'm out my mind, yeah, I'm high above the rim (I'm out my mind)",0
"Girl, let me put this lovin' on you",0
Go put the dope up 'fore they breach us,0
I'm not the n**** for lip (yeah),0
"I'll make up, make up, make up, make up for all those times (all those times)",1
Some s*** that I feel for,0
"Boy, you better put in work if you wanna play",1
I'm gonna need to put my arm in a sling,0
And Daddy told us never listen to the ones,1
"I dread that s***, I am Anwar (Skate)",0
Try to mend what's left of my content incomprehension,1
She suck my d*** in the movies (yuh),0
"You to know, oh, woah, yeah",1
Maybe I'm (Maybe I'm) paranoid (Paranoid),1
"Kill 'em, kill 'em, kill 'em with kindness",1
Heaven want to cast me out for being me,1
And I done seen the combo take n****s off the deep end,0
I got broads in Atlanta,1
"Run it, run it, run it",1
"Let my love in, let my love in",1
I know that I've been messed up,1
"There's no way I'm gonna be fighting this tonight, this tonight",1
"Grrr, pow, I'ma skip town, see my wrist drown",0
Servin' up a pack (Servin' up a pack),0
"If I was you (I would wanna), I'd wanna be me too",1
It's just you and me,0
"Wasted, I'm on these drugs, I feel wasted",0
It's a problem with the whole way of life,0
So what more can I say?,0
"I am his, and he is mine",0
Tell me what you like but it's never gon' change,1
"Natti Nat (Baby, hoy no vamo' a dormir)",0
Packin' out Toyota like I'm in the league,0
"b****, I run this show",1
"Ooh, do too much (Do too much)",0
"p**** on tsunami, I ain't never felt it dry",0
If I couldn't buy you the fancy things in life,1
They wanna see you tatted from your face to your heels,0
To tell you I'm sorry for everything that I've done,1
I think I loved you 'fore I knew you,0
"When that weight's on you, I'm gon' spot it",1
"Yeah, yeah, yeah",0
"That we don't talk anymore, we don't talk anymore",1
"She said ""f*** off"" and threw her liquor at me",0
"b****, I ball like MVP (b****, I ball like MVP), yeah, ayy",0
"'Cause we said ""no strings attached"" and I still got tied up in that",0
"Tap, tap, tap, tap, tap",0
"LV all on my shoes (Ooh, baby)",1
Ever gonna slow up and I'm,0
They ain't gonna know what hit 'em,0
All the good girls go to Hell (All the good girls go to Hell),1
Gots to break it down for you to let you know,1
And we gon' live it up,1
"Can't hear them, no, 'cause I...",1
Our love ain't water under the bridge,1
You already know that you're my weakness,1
"Thank you, next",1
"Never let you go, never let me down",1
At least we stole the show,1
And trip off how much bread them crackers take from that,0
"I can learn a lot from you, gotta come teach me (Woo, woo)",1
"But ain't nobody trying to drive on the liquor, nah nah",1
"Get me high, let me float",0
"Let the vibe, let the vibe",1
"I won't give up, nah, nah, nah",1
Probably end up baggin' the cocktail waitress,0
It's gettin' real,1
"f*** this, screw that, you sayin' to send you back home",0
I've been thinkin' 'bout my father lately,1
Bring it all back to that bar downtown,1
"(Don't give up, don't give up, don't give up; I got stamina)",1
It's too late for all that,0
"We finna talk our s***, you heard me?",0
My children are smiling and that makes me happy,1
"I really wanna take you there (you there, baby, yeah, yeah)",0
Is it too late to tell you that,1
"When we decided, we decided",1
Staring at you 'til I'm caught in this,1
But I know he ain't gonna snitch 'cause it's still some s*** he didn't tell me,0
Give ya what you need like me (Huh),0
"I'm a angry lion hangin' by a string, I can't describe it",0
"My body isn't much of a sacred temple, with vodka and wine",0
"That glizzy (Yeah), knock your meat out your taco (Your taco)",0
"It make no sense, godd***, make no sense, yeah, uh",0
"If a n**** want beef, I'm the type to drag it",0
My ego get stroked and I bruise her,0
"God to these dope boys, how do you not be a HOV fan?",0
"Never mind, never mind",1
Three times for them days on the block,0
"I been feeling good, now a n**** feeling great",1
I thought I was the best thing that ever happened to you,1
In a golden cathedral,1
You don't really live this life (No),0
"(my weed, my weed)",1
"But I ain't feelin' that feelin', no",1
"Everybody come hang, let's go out with a bang!",1
"Suicide, 1600, that's the block",0
"Let's go, baby, let's ride",1
"And you know, we know we do it for the children",0
Even if you rounded up the numbers and rounded the troops,0
"You already know, already know, n**** roses",1
"Take the four doors off of the Jeep (Bad, bad, bad)",0
"But we keep goin' higher, higher (Woah, woah)",0
I was gonna be that one in a million,1
Bend her over for some piping (It's lit!),1
"Girl, I saw you with the opps, you is not family, no kin to me (d***)",0
"Motorsport, motorville",0
Pour the lean out slower,0
We doin' such things,0
"Mahogany skin, touch me, I cut your hands off",0
"On the come up, where they run up from the world of many fiends",0
Savage but ain't thinkin' 'bout no bank account,0
Gotta take a long drive up the hill,0
And every time that song comes on it's about me,1
"These n****s be lyin' on me, that's on me, baby, yeah",0
"Woah, woah, ooh, woah",0
I know I get around 'cause I like to move freely,1
If you knew the damage that I did?,1
"I will, I will, do it like I never done it",0
I might take off on you peons and go away to Venus,0
(I miss the stupid things that we do),1
Everybody's worried about me,1
Like it ain't s*** but a dollar sign (Juicy J),0
"Make no sense, nah, it make no sense, slime",0
"d***, this n**** nice, f*** is you talking about?",0
"C, can't believe I got you all to myself now",1
"Take the air out your broad (Hey), now she can't go back (E)",0
"If your a** a rich n****, I'ma f*** ya 'til you ain't one",0
Tell me where you've been,1
"My TLC was quite OD, ID my facts",1
"Bet my coffin would be nice, yeah",0
"Just need you to tell me we're alright, tell me we're okay",1
Rich n****s and I'm really bein' modest,0
Her n**** in the way,0
"Put the blame on Pee, he started me",0
"Punk rock, b****, it's goin' down like Yung Joc",0
"(Focus on me) Oh, woah, hey",1
Get the genie out the bottle,0
"Won't somebody tell me, tell me?",1
"It's too late, too late",1
Why am I so in love?,0
"Players only, come on",1
(How I stride like that),0
It's the final curtain call,1
You don't have to say you're mine,1
Tell me you love me 'cause I know they won't,1
If he thinkin' I don't keep a Glock with me,0
I look around and,1
"Yeah aight, I'm every woman's fantasy (Blueface, baby)",0
You keep on talking sweet till your fingers bleed,1
"For seven days straight, and now I can't even live without you",0
"Now I got a few rings on, Jupiter skating (Yeah, yeah, yeah)",0
It's a spell that can't be broken,1
Celebrate with the ones we got here (Yeah),0
Then I get 'em faded off that super fantastic,1
Lay it all on me,1
Why I got you on my mind,1
I'm droppin' the top and showin' the titties (Drop top),0
You can just be yourself,1
And I need all that (Yeah),0
I don't need your love,1
"I feel glorious, glorious",0
"Care for me, care for me, I know you care for me",0
"Ice cold, I roll my eyes at you, boy",1
"And they know, I might (And fly, I...)",0
"Yeah, I put 'em up on it, on it",0
"I wonder why, I, I wonder why, yeah",0
"I got murder on my mind, I got murder on my mind",0
"This the flow that got the block hot, s*** got super hot, ayy",0
'Cause you're something like the summer,1
"Ooh, I let her ride again",0
"Thank you, next (Next)",1
"I was down bad on my d***, where was you n****s at?",0
"Until you starin' at your seed, you can never relate",0
You say that it don't work,1
"I got all this money, don't mean nothin' and it ain't a question, I'ma dump it",0
"Probably die for you, f*** around and lie for you",0
"I'm in the hood, they think I'm back trappin' again (Trappin')",0
There's a lot of plates on it,0
"I'm hittin' lil' mama, she wanna have my babies",0
"So, if I put your hands where my eyes can't see",1
But no one f***s it up like us,1
Gotta shoot two at her (Yeah),0
"Bad vibes, where'd the fun go? (Oh)",1
"And shout out to Kingston, I keep me some Rastas",0
"I fly so high, no ceiling, when I'm in my zone",1
"And she say she a college girl, but left her books on the shelf",0
Would you spend your whole life with me? (Wassup),1
"Yeaah baby, Remy Boyz",1
Off that drank it's hard to focus (Focus),0
But I'm young enough for your daughter (Let's go),0
"I don't gotta throw you s*** like Kaepernick, nah",0
Mansion out in the sticks with nothin' around you,0
You know what I'm sayin'?,0
"I've heard it all before, at least a million times",1
n**** really wanna die in the night time,0
She hit the brakes and speed it up like she a car (Hmm),0
"When I linked with Mexiko, I knew I found a plug (Dro)",0
Let me be your soulmate for the night,1
And you're never gonna reach these heights,0
"Moncler, yuh, fur came off a bear",0
"Feelin' so high, but too far away to hold me",1
When we fogged up the windows in your best friend's car,1
"Baby, don't go breaking my heart, breaking my heart",1
"I feel glorious, glorious",0
"You can leave a toothbrush at my place, at my place",1
That get me high like you do,1
I don't think you understand,1
"My name is no, my sign is no, my number is no",1
Once in awhile when you're drunk and you dial up a number and try,1
In a world where you could just lie to me (Need you),1
Put your pinky rings up to the moon,1
Ride LaFerraris (Ferraris),0
I had to count my money on the ironing board (Yeah),0
Can't keep my hands to myself,1
My last made me feel like I would never try again,0
Eat a Barbie a** or somethin',0
"And loving you so, so, so, so",1
I refuse to look back thinking days were better,1
"He dropped his mixtape, thought I woulda repost it",0
('Cause we made it),1
"The police in shock, don't know who got a gun",0
How you just gon' play me? I ain't fine with that,0
"Can I call you mine? (Ooh, ah, ooh)",1
"Don't know your name, but I guess I really don't care",1
"Dreams fillin' up, I'm like ""skrrt"" (Like skrrt)",0
What's poppin'? (Poppin'),0
"Got Promethazine in my blood and Percocet, yeah",0
You turn over the hourgla**,1
"Hawk and Sticks and Cash and Baka, Gucci, P, and Gilla",0
Best make me believe it (Best make me believe it),1
I Harvey Weinstein a bathrobe hanging open,0
"The world is yours, Scarface",0
We had a good time in Italy (Time),0
"Going to the jeweler, bust the AP, yeah (Bust it)",0
But I just can't,1
"Pick him up in a space coupe, I don't let my plug walk",0
My hands to myself,1
"He's mad, she's mad, big sad",0
Back with you from my hell,0
Swore we would never die,1
"Last name rich, first name not Roddy",0
Attention He gave commitment,1
"""I'd die for you,"" that's easy to say",1
All she want to do is smoke that broccoli,1
I guess I could try hypnotherapy,1
You'll believe God is a woman,1
"Oh baby, I, I hope you hear a song",1
That all the people here are fake and they got nothin' to give,0
I just heard you found the one you've been looking,1
"Die a happy man, baby",1
'Cause I don't like how he snappin' my angles,1
But you're touching my skin and you're leaving me hopeless,1
I will hold you in the depths of your despair,1
Watch for the spy cam,0
I was always duckin' from the paps,0
"Need the rump and need the thighs, he eat that",1
"They always wanna come, but they never wanna leave",1
And then he calls,1
"High average, ball on these bastards, it makes me happy",1
Gotta wake up Labor Day to this (The f***?),0
The words I never got to say the first time around,1
"They see me blowin' up, now they say they want  some",0
"Still making double, I don't count what I spend",0
"All I can think about is coming over, coming oh, coming over",1
"And still look good for you, good for you",1
"Now, now, now, now",1
You know what I'm sayin'?,0
It's a lot of bad things,0
"Short term fix, that breaks everything else (Oh, oh)",0
"Came through drippin' (drip, drip)",0
"My n****, you don't wanna play with my city",0
"Chandelier all in the ceilin', think we f***in' in the palace",0
Tell me what you wanna drink,1
n**** tryna buy the cash cost (Woo),0
"Suddenly, I'm a fiend and you're all I need",1
Aussi longtemps que je peux ressentir le beat,1
You ain't dealin' with a f***in' featherweight,0
"Everything Foreign, haha",0
"Yeah, to ruin my life, yeah, to ruin my life",1
You need to let it go,1
Someone who want me like a fan,1
"We stack the money tall, if you broke, then we'll fix it (Tall)",0
I'm from 400 block where we still trappin',0
"No talkin' back, I won't mention you",0
Back with you from my hell,0
Project Baby got no stroller but I keep pushin',0
"That's how it go, big bands, I'm thumbin' s***",0
"And I'm not going home with you, home with you",1
Been with you guys thick and thin,0
"A feeling good, good, creeping up on you",1
"He's only here for one thing, but (So am I)",1
Sometimes you gotta stay in,1
"Shoutout to Lil Mexico, Kirkwood",0
"Ain't no stress on me Lord, I'm movin' forward",0
"I said ""let me see that a**""",0
"Face all your fears, then get at me",0
Vous souhaiterez que vous n'avez jamais,1
"Self care, we gonna be",0
"I found you, I found you",1
If you really wanna ball 'til you fall,0
My mama always told me that I'd make it,1
"Need my cash (Yah), f*** you, pay me (Yah)",0
"The meeting was corporate, walked in like we been there",0
"Jacuzzi that booty, I gave that girl flakka",0
"Don't give up, no no no",1
Future took the business and ran it for me,0
"The mind controller, the Ayatollah",0
"We're hiding away from this tonight, oh, this tonight",1
What you waiting for?,1
"Thought I had to free, kick her out, my mama comin' home at three",0
"Now if we jump together, at least we can swim",1
Kill 'em with kindness,1
"She like how I smell, cologne (Yeah)",0
"I'm only good at bein' bad, bad",1
"And you showin' off, but it's alright",0
"It's just me and this guitar, playing this song",0
"Diamonds so cold on my neck, it got me sick",0
Money tend to show all they tendencies (d***),0
I be pullin' up stuff in the Phantom ship,1
Keep on keeping at what you love,1
Pulling back out the driveway,1
I put A$AP on my tat,0
All of these hoes I made off records I produced,0
Or is this the way it ends?,1
You tellin' me that you want thug love,0
Thinkin' you could live without me,1
Of a leather seat between your legs,1
"You can leave a toothbrush at my place, at my place",1
I gave you what you needed,1
"I felt I was invincible, you wrapped around my head",1
"I got a new boy, and that n**** trade!",0
"Pop a n**** then I go out my way (Grra, grra)",0
My brothers blow your block down,0
Swear I be around some killers that go crazy for the gang (They go crazy for the game),0
"Commas, commas in my head, man",1
"Chinese ink on, Siamese links on",0
Hopin' that you rappers fall in that,0
I lose my grip like the flying trapeze,0
But I still wish we could go back to where we started,1
"b****, it's Tina Snow, they love me 'cause I'm cold",0
"The brick, that came with a vet",0
"Addy, Birkin, brand new extendos",0
All of my friends love money throwin',0
Wait 'til you see it from the back,1
"Just take it on back, boy, take it on back, boy",1
In a course on the jet on flight (Jet),1
They love the way you dress and ain't got s*** up on you,1
"I've been crunchin' numbers, you ain't gotta be a mathematician",0
"Once I see her, I give her that dope d*** just like it's ether",0
Let's go to (Paradise),1
I don't know why,0
Send my love to your new lover,1
Somebody who changes my mind,1
But you walked by like you never heard,1
I think I got mixed personalities,0
"Twelve o'clock, and I got my gun clocked, and I'm on one pill",0
No' quedamo' en la cama,0
Sippin' on toxic waste (Mud),0
For I get way too adamant about it,1
A moment to say I don't owe you a godd*** thing,1
"Ayy, 'cause she bein' nice again (She bein' nice)",0
"Ten toes in the mud, who the plug getting wrapped?",0
Goin' nuts (Yeah),0
"Can't be stuck in one slot, yeah",0
Here we go again,1
"Ask your homegirl right now, ""Look, you had a shot at Ye?""",0
But we were in screaming color,1
That green Ferrari sittin' outside when I couldn't make bond (When I couldn't make bond),0
You still make me nervous when you walk in the room,1
But I really need him more than you,1
"Bass in the trunk, vibrate that thang",1
"Swang doors now (Skrrt), f*** on hoes now (Smash)",0
"Rich n**** s***, solid (Rich n****)",0
"Act up, you can get snatched up",0
"And my pants, and my socks, and my undies (Yeah, yeah, yeah)",0
"From the gutter (Yeah), rap saved me (Yeah)",0
"You know that I gotta keep it real, f***ed behind the stores",0
Her own man not even cold as me (Let's go),0
Got us learning about the heroes with the whitest of skin,0
And although time may take us into different places,1
"Fivi (Fivi), Sosa (Sosa), viral (Viral), movie (Movie)",0
And see through the con man and now he a dyin' man,0
"(Hell nah) Keep on shooting, Reggie Miller (say what?)",1
She ready to eat a n**** up until he lock (Yeah),0
"But we in this b****, b****, I'm not no lame",1
"Break it on down, I break it on down",0
"Tell your man pipe up, n****, pipe up",0
"Baddest, them b****es is the baddest, uh, uh",0
Got a Hennessy in my hand,1
Or I'll show you an Elvis clone,0
"On the bottom the nine, I just put a beam, everything be infrared",0
"You ain't show me no love, so I turned my back to you",0
"I'm in this 'Rari, I swerve",0
"I've been your doll, that you poke for fun too long",1
"Talkin' 'bout ""I'ma call up Trick Trick""",0
"f*** it up, f*** it up (f*** it up, f*** it up)",0
"If you want it, scream it, shout it, babe",1
"Yes, Lord, tryna get some new s***",1
"That's why I'll never, ever, ever keep in contact (Yeah)",0
"I should have deleted, but kept it a secret",1
Always get that rush when my phone lights up,1
"Choppa big, it blow you back (Yeah)",0
Shower down on us (Ah),0
"I've been had my way out here, yeah, know that's facts (Facts)",0
Know nobody else will tell you,1
I still had the vision when I was broke,0
"Yeah, I'm young, but got somethin' to lose (Somethin' to lose)",0
But I won't be done when mornin' comes,1
"Touchscreen on my cars, vintage one to two",0
Keep making love to each other,1
"My crew paid (Paid), surf a wave (Wave)",0
"Used to wake up in low income, now I live a dream life",0
Want the house (House),0
"Thuggin', we only duckin' when the boys come out",1
To post later and make it look like she still on the go,0
"I just popped a Xan, fifty thousand in Japan (Fifty thousand in Japan)",0
"Double homicide, kill the beat and the verses",0
'Cause someday I'ma grow up and show all of you it's meant to be (Yeah),0
"Low, low, low, low, low, low, low, low, low",1
And I don't politic 'cause n****s ain't like that,0
"Ride it, turn the lights down low",1
"f*** what they got goin' on, I gotta represent (Ayy!)",0
"Why you gotta be so cold in the summertime, summertime?",1
"To love, love, yeah",1
n**** be changing whips out like new Jordans (Oh yeah),0
"I can't lose you, babe (I can't lose you, babe)",1
"Yeah, bust that skank",1
I remember when I was younger,0
"I got bands, one day I'm flying to France",0
It's hard to admit that everything just takes me back,1
"Tried to throw us some bullets, but we made 'em fumble, like nah, you ain't gettin' that pass off",0
When you say that he's the one that you want,1
"Like it, love it, need it, bad",1
Can you build my house with pieces?,1
"Back up, back up and",1
"46. iyla, OTHER WAYS TO VENT",1
"I stay with that sword just like Darth Vader, Darth Vader, woah",0
Whole life bein' thugs (Hah),0
"I'm tired of all your burning bridges, yeah",1
Would you f*** me for free?,1
She like the way that I woo,0
"Yeah, that's the slogan",0
Rihanna just hit me on a text,0
"Cause if you're down, I'll take it slow",1
"My dad still got child support from 1991 (One, one, one)",0
"But let me tell you, I like you a lot, bae",0
"'Cause I'm the type of Baby that's gon' f*** the babysitter (Marii Beatz, turn me up)",0
"(Oh, oh, oh, oh)",1
Thought we kissed goodbye,1
Weighing us down,1
"All of my friends know what's happened, you're a bad thing (Ah)",1
Wanted to make it big I wished it to existence,0
All these comments f***ing up my energy (Energy),1
One thing about your demons they bound to catch up one day,0
"Word, word to my guys",0
"With your girlfriend, girlfriend, girlfriend, baby, girlfriend",1
"I can't lose you, babe (I can't lose you, babe)",1
Too many lyrics 'bout houses and loot,0
"I'm hot, I'm 500 degrees",0
"I ain't never worry, I just deal with it for fun",0
"Biggest dripper, I start up a tidal wave",0
I'm just tryna set the tone,0
"I'm from the Bronx, not Benny",0
"You know I never meant to let you down, let you down",0
Never been a fraud in my mothaf***in' life,0
"Spendin' nights hitchhikin', where will I go?",0
Double bubble disco queen headed to the guillotine,1
She gon' make you move to Miami,1
"So stop, stop saying that you're mine",1
"Mahogany dashboard, do the dash, boy",0
"Came from the bottom, toes (Woah, Kenny)",0
"Can't give up, won't give in, find the strength from within",1
"I want you to make it ring, ring, ring, ring",0
"Baby, break a sweat, break a sweat",1
"This lil' thing here a stallion, look how she walk",0
